"nocues","nhog","f_calib3","region","aglo","t_aglo","estrato_U","cod_U","v1","v1esp","v2","v3","v4","v5","v6","v7","v8","v9","v10a","v10b","v10c","v10d","v10e","v10f","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v62a","v62b","v62c","v63","v63a","v63b","v64","v64a","v64b","v65","v65a","v65b","v66","v66a","v66b","v67","v67a","v68","v68a","v68b","v68c","v69","v69a","v69b","v70","v70a","v70b","v70c","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v90cuantos","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103a","v103b","v103c","v104","v105a","v105b","v105c","v106a","v106b","v107a","v107b","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v235i","v235i_d","ITHPC","ITHPC_d","v237","tamaño","c_hogar","vnropsh","v238a","v239a","v240a","v241a","v242a","v243a","v244a","v245a","v246a","v247a_CIUO08","v247a_CNO01","v250a","v251a","v252a_CAES","v253a","v254a","v255a","v256a","v257a","egp11a","CSOa","v258a","v259a","v260a","v261a","vnrocon","v238b","v239b","v240b","v241b","v242b","v243b","v244b","v245b","v246b","v247b_CIUO08","v247b_CNO01","v250b","v251b","v252b_CAES","v253b","v254b","v255b","v256b","v257b","egp11b","CSOb","v258b","v259b","v260b","v261b"
6587,1,878,5,4,1,91,760,3,,1,1,1,2,1,1,2,2,1,,,,,,2,1,0,1,1,1,1,1,3,1,1,1,1,2,1,2,2,0,2,,2,2,0,0,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,,,,2,1,2,2,2,2,2,2,1,2,4,,,1,4,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7000,,7000,3,2333.3333333333335,3,1,3,3,1,1,1,1,1,,2,0,,,"7115","80203",1,2,"4000",2,6,3,1,3,7,8,5,1,3,,2,1,1,0,,,2,,,,"5120","53313",2,,"5601",2,,3,1,3,8,,6,1,1,
6588,1,887,5,4,1,91,760,3,,1,1,2,2,2,2,1,2,1,,,,,,1,1,0,1,3,1,1,1,3,1,1,1,1,2,1,2,2,0,2,1,2,2,0,0,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,55,1980,2,1,2,2,2,2,2,2,1,2,1,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5500,,5500,2,1833.3333333333333,2,2,3,3,1,3,1,1,1,,4,,,,"7223","80323",2,,"2500",2,2,3,2,3,8,8,4,1,1,,2,1,1,1,1,,3,1,1,,"8322","34323",2,,"4903",1,3,3,2,3,9,8,5,1,3,
6589,1,1222,5,4,1,91,760,3,,3,4,2,4,2,3,,,,,,,,,2,1,0,1,4,1,3,,,,1,1,1,2,1,1,2,0,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5000,,5000,2,1666.6666666666667,2,3,3,4,1,3,3,1,1,,3,,,,"9999","99999",,,"9999",9,9,9,,,,,5,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6590,1,1052,5,4,1,91,760,3,,1,1,1,2,1,1,1,2,1,3,,,,,3,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,0,2,1,1,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,1,3,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,197,2007,1,1,2,1,2,2,2,1,1,1,1,2,3,1,4,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,7,14500,7,4833.333333333333,6,3,3,3,1,2,1,3,1,,1,1,1,,"3221","40312",2,,"8600",1,6,3,1,3,3,4,3,1,4,,2,1,3,1,1,,2,1,1,,"8183","80323",2,,"2301",2,6,3,1,3,9,8,6,1,2,
6591,1,734,5,4,1,91,760,3,,4,1,1,2,1,1,1,2,1,,,,,,2,1,0,1,1,1,1,1,3,1,1,1,2,2,1,2,2,0,3,1,1,1,1,0,0,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,,1,1,2,1,1,1,1,1,1,99,1995,1,1,2,2,2,2,2,2,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14000,,14000,7,7000,8,2,2,2,1,1,1,1,1,,2,2,1,,"9520","33114",2,,"4810",2,1,2,,,3,10,8,1,2,,2,1,1,1,1,,2,7,1,,"5153","56313",2,,"2800",2,6,3,1,3,9,9,10,1,3,
6592,1,2261,5,4,1,91,760,3,,4,1,1,2,1,1,1,2,4,,,,,,4,3,0,1,1,1,1,1,3,1,1,1,2,2,1,2,2,0,3,1,1,1,1,0,0,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,115,2012,1,1,2,2,2,2,2,2,1,,1,2,3,2,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14000,,14000,7,2800,4,2,5,3,1,3,3,1,1,,4,,,,"7522","80313",2,,"3100",2,9,3,1,3,8,,5,1,2,,2,1,1,3,2,,2,1,1,,"7132","82313",2,,"4502",2,,3,1,3,9,,6,1,4,
6593,1,828,5,4,1,91,760,3,,1,1,1,2,1,5,,,,,,,,,2,1,1,1,4,1,1,1,3,1,1,1,1,2,1,2,1,0,2,0,0,2,0,0,0,0,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,1,,,3,,,1,1,,1,1,,3,,3,,,,1,1,,3,,,,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,,,,,,1,,,,,,,,,,1,2700,,4500,2,1125,1,3,4,4,1,3,1,1,2,3,3,5,1,,"3123","05002",1,2,"4000",2,2,1,,,5,5,1,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6594,1,1105,5,4,1,91,760,3,,1,1,1,1,1,3,,,,,,,,,3,2,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,0,3,2,2,3,2,1,0,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,2,3,,,3,,,3,,,,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,,,,2,1,2,2,2,2,2,1,2,2,1,2,3,1,4,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8500,,8500,4,2125,3,3,4,3,1,2,1,1,1,,4,,,,"9520","33114",2,,"4810",2,1,2,,,3,10,6,1,2,,2,1,1,1,1,,2,1,1,,"8332","34323",2,,"2400",2,5,3,1,2,9,8,6,2,,2
6595,1,1283,5,4,1,87,764,3,,4,1,1,1,1,8,,,,,,,,,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,22,2009,1,1,2,2,2,2,2,1,2,2,1,2,,1,4,,,3,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15016,,15016,7,5005.333333333333,7,2,3,7,1,1,1,6,1,,2,3,1,,"2310","41311",1,4,"8501",1,6,3,1,3,1,2,5,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6596,1,778,5,4,1,87,764,3,,1,1,1,1,1,1,1,1,1,2,,,,,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,113,2012,1,1,2,2,1,2,2,1,1,2,1,2,,1,4,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,46204,,63531,10,15882.75,10,1,4,3,1,1,2,6,2,2,2,3,1,,"1346","03001",1,3,"6400",1,4,3,1,3,1,4,5,1,4,,2,3,3,1,1,,4,,,,"8332","34123",2,,"4904",2,1,3,2,,9,8,5,1,4,
6597,1,741,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,1,,,,,,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,89,1994,2,1,2,2,2,2,2,1,1,2,2,1,,1,4,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5198,,5198,2,1732.6666666666667,2,2,3,8,1,1,3,3,2,,4,,,,"8322","34323",2,,"4903",2,3,3,1,3,9,8,4,1,3,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6598,1,1277,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,1,,,,,,3,3,0,1,1,1,1,1,3,1,1,1,1,1,1,2,1,0,1,,1,1,1,0,0,0,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,,,,1,1,2,2,2,2,2,1,1,2,2,1,,2,,,,3,,3,,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,11343,,11343,6,2835.75,4,3,4,7,1,1,4,1,2,3,2,1,2,3,"9313","72324",2,,"4000",2,9,3,1,3,9,,5,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6599,1,1188,5,4,1,91,773,3,,1,1,1,1,1,1,2,2,1,,,,,,2,2,0,1,2,1,1,1,2,1,1,1,1,2,1,2,2,0,1,1,1,1,2,0,2,0,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,235,2006,1,1,2,2,2,2,2,2,2,2,3,,,2,,,,3,,3,,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,16864,,16934,8,4233.5,6,3,4,3,1,1,3,1,2,,2,3,2,,"5152","10314",2,,"8401",1,6,3,,,4,8,6,1,2,,2,1,1,1,1,,2,3,2,3,"8332","34123",2,,"4904",2,1,2,,,6,7,8,1,4,
6600,1,1005,5,4,1,91,773,3,,1,1,1,,1,1,1,2,1,,,,,,4,4,0,1,4,1,1,1,3,1,1,1,1,2,1,2,2,0,2,0,0,0,2,0,2,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,12891,,12891,7,2578.2,4,3,5,3,1,1,3,1,1,,2,1,2,,"7112","72123",2,,"4000",2,1,2,,,6,7,3,1,3,,2,3,3,1,1,,3,3,2,1,"5131","53314",2,,"5601",2,2,3,2,3,4,9,5,2,,4
6601,1,1094,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,1,,,,,,2,2,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,2,0,0,0,2,0,2,0,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,200,1986,1,2,2,2,2,2,2,1,1,2,2,1,,1,4,,,3,,3,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,13977,,13977,7,3494.25,5,3,4,8,1,1,3,1,1,,2,1,1,,"7112","05002",1,2,"4000",2,9,1,,,5,,6,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6602,1,3103,5,4,1,89,801,3,,1,1,1,1,1,1,1,1,1,,,,,,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,1,1,1,1,1,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,137,,1,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,3038,1,1519,2,2,2,4,1,1,3,,,,2,,,,"8332","34323",2,,"4904",2,9,3,1,3,9,,3,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6603,1,439,5,4,1,89,780,3,,1,1,1,1,1,1,1,1,1,,,,,,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,54,2006,1,1,2,2,2,2,2,1,2,2,1,2,3,1,4,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,10,25400,9,2822.222222222222,4,2,9,3,1,1,1,5,2,,2,3,1,,"5221","30113",1,,"4809",2,2,2,,,6,5,7,1,4,,2,1,2,5,1,,2,5,1,,"5221","30113",2,,"4808",2,1,2,,,6,5,7,1,4,
6604,1,784,5,4,1,89,780,3,,1,1,1,1,1,1,1,1,1,,,,,,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,,,,2,,,2,,,2,,,2,,,2,,2,,,,2,,,2,,,,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,5300,,5300,2,5300,7,,1,1,1,1,6,1,1,,2,1,2,,"6130","61313",1,2,"0103",2,3,5,,,11,7,6,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6605,1,621,5,4,1,89,780,3,,1,3,1,2,1,1,1,1,6,,,,,,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,161,2010,1,1,2,2,1,2,2,2,2,2,2,,,2,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15000,,15000,7,5000,7,1,3,4,1,1,6,1,1,,2,1,2,3,"9629","58113",2,,"9609",2,1,2,,,3,10,7,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6606,1,898,5,4,1,89,780,3,,4,1,1,1,1,1,1,1,7,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,3,,,2,,,2,,,2,,,2,,,2,,2,,,,1,3,,2,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,1,5,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2700,,2700,1,2700,4,,1,1,1,1,1,1,1,,2,1,2,2,"8322","34323",2,,"3600",1,9,3,1,3,9,,7,,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6607,1,2242,5,4,1,89,780,3,,4,1,1,2,1,1,1,1,1,,,,,,3,1,0,1,1,1,1,,,,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,5,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6600,,6600,3,3300,5,,2,8,1,1,1,1,2,6,2,1,2,3,"5112","10323",2,,"4901",1,6,3,1,3,4,8,5,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6608,1,699,5,4,1,89,780,3,,4,1,1,2,1,5,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,6,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,1,2,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5000,,5500,2,2750,4,,2,13,1,1,3,1,1,,2,1,1,,"6121","61113",1,1,"0102",2,2,2,,,11,7,8,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6609,1,1296,5,4,1,89,782,3,,1,1,1,3,1,1,1,1,1,2,,,,,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,201,2011,2,1,1,2,1,2,2,1,2,2,1,2,,2,,,,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,27722,,27722,9,13861,10,1,2,4,1,2,3,1,1,,1,1,1,,"9111","55314",2,,"9700",2,2,3,2,3,9,11,6,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6610,1,1252,5,4,1,89,782,3,,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,,,,1,1,2,2,1,2,1,1,1,1,1,2,,2,,,,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,19637,,21369,9,7123,8,1,3,7,1,1,2,1,2,,2,1,1,,"5221","05002",1,2,"4805",2,2,1,,,5,5,6,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6611,1,1156,5,4,1,89,782,3,,1,1,1,1,1,1,1,1,2,,,,,,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,3,49,2012,1,1,2,2,1,2,2,1,1,1,1,2,,2,,,,2,1,3,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,27722,,28704,10,28704,10,1,1,1,1,1,2,1,1,,2,1,1,,"8332","05002",1,1,"4904",2,2,1,,,5,5,7,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6612,1,1378,5,4,1,89,782,3,,4,1,1,2,1,1,1,1,1,6,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,3,1,2,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,2,3,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9125,,14901,7,14901,10,3,1,1,1,1,2,1,2,,2,0,,,"9213","61393",1,2,"0103",2,2,3,2,3,10,9,4,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6613,1,666,5,4,1,91,760,3,,1,1,1,2,1,1,1,1,1,,,,,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,,,,2,,,2,,,2,,,2,,,2,,2,,,,2,,,2,,,,1,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,113,2013,1,2,2,2,2,2,2,2,2,1,1,2,,2,,,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,12000,,12000,6,6000,7,2,2,2,1,1,2,1,2,,3,1,1,,"7112","72313",2,,"4000",2,9,3,1,3,9,,7,1,4,,2,1,,,,,,,,,"9999","99999",,,"9999",,,,,,,,6,1,4,
6614,1,781,5,4,1,91,760,3,,1,1,1,2,1,9,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,,,,2,2,2,2,2,2,2,1,2,,1,2,,2,,,,2,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7000,,7000,3,3500,5,3,2,2,1,3,1,3,1,,2,3,1,,"3112","72392",1,3,"4000",2,6,3,1,3,1,4,5,2,,3,2,1,4,3,2,3,2,3,1,,"7112","63313",2,,"4000",2,3,3,1,2,9,8,5,2,,3
6615,1,730,5,4,1,91,760,3,,1,1,1,2,1,1,1,1,2,4,6,,,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,2,1,0,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,175,2005,1,1,1,2,2,1,2,1,1,2,1,2,,1,4,,,1,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,22000,,22940,9,5735,7,2,4,3,1,1,2,3,1,,2,3,1,,"1321","05002",1,2,"1400",2,2,1,,,5,5,5,1,3,,2,1,3,6,2,,2,6,1,,"1221","10203",1,3,"4805",2,2,3,,3,1,4,6,1,4,
6616,1,1071,5,4,1,91,760,3,,3,1,1,2,1,1,1,1,6,,,,,,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,2,1,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,9500,,24500,9,4083.3333333333335,6,3,6,6,1,3,2,1,,,3,1,2,5,"9990","99999",,,"1002",2,9,3,1,3,,,4,2,,4,2,3,1,2,2,8,3,1,1,,"7231","82123",2,,"4504",2,1,2,,,6,7,4,2,,4
6617,1,662,5,4,1,91,760,3,,1,1,1,2,1,1,1,1,2,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,,1,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,,,,1,2,2,1,1,2,2,1,2,2,4,,,2,,,,1,3,3,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6600,,6600,3,6600,8,1,1,1,1,1,3,1,2,4,2,1,1,,"4311","20393",1,2,"4901",1,6,3,1,3,2,6,6,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6618,1,530,5,4,1,91,760,3,,1,1,1,3,1,1,1,1,1,7,,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,137,1978,1,1,2,2,2,2,2,1,1,2,1,2,,2,,,,1,1,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7700,,7700,4,3850,5,2,2,2,1,1,2,3,1,,2,3,2,2,"4311","20313",2,,"3502",1,6,3,1,3,3,6,6,2,,4,2,1,4,3,1,,2,3,1,,"5221","06001",1,2,"4807",2,3,1,,,5,3,7,2,,5
