id,eph_codagl,eph_aglome,codaglo,aglomerado,codprov,nomprov,coddepto,localidade,frac2010,radio2010,the_geom,tiporad,entidades
1,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,01,01,NA,U,(02001010 - 04) Retiro
2,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,01,NA,U,(02001010 - 04) Retiro
3,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,02,NA,U,(02001010 - 04) Retiro
4,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,03,NA,U,(02001010 - 04) Retiro
5,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,04,NA,U,(02001010 - 04) Retiro
6,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,05,NA,U,(02001010 - 04) Retiro
7,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,06,NA,U,(02001010 - 04) Retiro
8,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,07,NA,U,(02001010 - 04) Retiro
9,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,08,NA,U,(02001010 - 04) Retiro
10,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,09,NA,U,(02001010 - 04) Retiro
11,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,10,NA,U,(02001010 - 04) Retiro
12,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,11,NA,U,(02001010 - 04) Retiro
13,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,12,NA,U,(02001010 - 04) Retiro
14,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,13,NA,U,(02001010 - 04) Retiro
15,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,14,NA,U,(02001010 - 04) Retiro
16,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,15,NA,U,(02001010 - 04) Retiro
17,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,16,NA,U,(02001010 - 04) Retiro
18,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,17,NA,U,(02001010 - 04) Retiro
19,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,18,NA,U,(02001010 - 04) Retiro
20,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,02,19,NA,U,(02001010 - 04) Retiro
21,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,01,NA,U,(02001010 - 04) Retiro
22,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,02,NA,U,(02001010 - 04) Retiro
23,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,03,NA,U,(02001010 - 04) Retiro
24,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,04,NA,U,(02001010 - 04) Retiro
25,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,05,NA,U,(02001010 - 04) Retiro
26,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,06,NA,U,(02001010 - 04) Retiro
27,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,07,NA,U,(02001010 - 04) Retiro
28,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,08,NA,U,(02001010 - 04) Retiro
29,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,09,NA,U,(02001010 - 04) Retiro
30,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,10,NA,U,(02001010 - 04) Retiro
31,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,11,NA,U,(02001010 - 04) Retiro
32,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,12,NA,U,(02001010 - 04) Retiro
33,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,13,NA,U,(02001010 - 04) Retiro
34,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,14,NA,U,(02001010 - 04) Retiro
35,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,15,NA,U,(02001010 - 04) Retiro
36,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,16,NA,U,(02001010 - 04) Retiro
37,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,17,NA,U,(02001010 - 04) Retiro
38,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,18,NA,U,(02001010 - 04) Retiro
39,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,19,NA,U,(02001010 - 04) Retiro
40,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,20,NA,U,(02001010 - 04) Retiro
41,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,21,NA,U,(02001010 - 04) Retiro
42,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,22,NA,U,(02001010 - 04) Retiro
43,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,03,23,NA,U,(02001010 - 04) Retiro
44,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,01,NA,U,(02001010 - 04) Retiro
45,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,02,NA,U,(02001010 - 04) Retiro
46,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,03,NA,U,(02001010 - 04) Retiro
47,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,04,NA,U,(02001010 - 04) Retiro
48,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,05,NA,U,(02001010 - 04) Retiro
49,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,06,NA,U,(02001010 - 04) Retiro
50,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,07,NA,U,(02001010 - 04) Retiro
51,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,04,08,NA,U,(02001010 - 04) Retiro
52,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,01,NA,U,(02001010 - 04) Retiro
53,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,02,NA,U,(02001010 - 04) Retiro
54,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,03,NA,U,(02001010 - 04) Retiro
55,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,04,NA,U,(02001010 - 04) Retiro
56,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,05,NA,U,(02001010 - 04) Retiro
57,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,06,NA,U,(02001010 - 04) Retiro
58,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,05,07,NA,U,(02001010 - 04) Retiro
59,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,01,NA,U,(02001010 - 04) Retiro
60,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,02,NA,U,(02001010 - 04) Retiro
61,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,03,NA,U,(02001010 - 04) Retiro
62,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,04,NA,U,(02001010 - 04) Retiro
63,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,05,NA,U,(02001010 - 04) Retiro
64,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,06,NA,U,(02001010 - 04) Retiro
65,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,07,NA,U,(02001010 - 04) Retiro
66,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,08,NA,U,(02001010 - 04) Retiro
67,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,09,NA,U,(02001010 - 04) Retiro
68,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,06,10,NA,U,(02001010 - 04) Retiro
69,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,01,NA,U,(02001010 - 04) Retiro
70,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,02,NA,U,(02001010 - 04) Retiro
71,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,03,NA,U,(02001010 - 04) Retiro
72,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,04,NA,U,(02001010 - 04) Retiro
73,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,05,NA,U,(02001010 - 04) Retiro
74,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,06,NA,U,(02001010 - 04) Retiro
75,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,07,NA,U,(02001010 - 04) Retiro
76,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,08,NA,U,(02001010 - 04) Retiro
77,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,09,NA,U,(02001010 - 04) Retiro
78,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,10,NA,U,(02001010 - 04) Retiro
79,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,11,NA,U,(02001010 - 04) Retiro
80,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,12,NA,U,(02001010 - 04) Retiro
81,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,07,13,NA,U,(02001010 - 04) Retiro
82,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,01,NA,U,(02001010 - 04) Retiro
83,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,02,NA,U,(02001010 - 04) Retiro
84,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,03,NA,U,(02001010 - 04) Retiro
85,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,04,NA,U,(02001010 - 04) Retiro
86,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,05,NA,U,(02001010 - 04) Retiro
87,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,06,NA,U,(02001010 - 04) Retiro
88,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,07,NA,U,(02001010 - 04) Retiro
89,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,08,NA,U,(02001010 - 04) Retiro
90,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,09,NA,U,(02001010 - 04) Retiro
91,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,08,10,NA,U,(02001010 - 04) Retiro
92,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,01,NA,U,(02001010 - 05) San Nicolás
93,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,02,NA,U,(02001010 - 05) San Nicolás
94,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,03,NA,U,(02001010 - 05) San Nicolás
95,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,04,NA,U,(02001010 - 05) San Nicolás
96,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,05,NA,U,(02001010 - 05) San Nicolás
97,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,06,NA,U,(02001010 - 05) San Nicolás
98,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,07,NA,U,(02001010 - 05) San Nicolás
99,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,08,NA,U,(02001010 - 05) San Nicolás
100,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,09,NA,U,(02001010 - 05) San Nicolás
101,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,10,NA,U,(02001010 - 05) San Nicolás
102,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,11,NA,U,(02001010 - 05) San Nicolás
103,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,12,NA,U,(02001010 - 05) San Nicolás
104,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,13,NA,U,(02001010 - 05) San Nicolás
105,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,14,NA,U,(02001010 - 05) San Nicolás
106,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,15,NA,U,(02001010 - 05) San Nicolás
107,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,16,NA,U,(02001010 - 05) San Nicolás
108,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,17,NA,U,(02001010 - 05) San Nicolás
109,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,18,NA,U,(02001010 - 05) San Nicolás
110,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,09,19,NA,U,(02001010 - 05) San Nicolás
111,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,01,NA,U,(02001010 - 05) San Nicolás
112,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,02,NA,U,(02001010 - 05) San Nicolás
113,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,03,NA,U,(02001010 - 05) San Nicolás
114,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,04,NA,U,(02001010 - 05) San Nicolás
115,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,05,NA,U,(02001010 - 05) San Nicolás
116,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,06,NA,U,(02001010 - 05) San Nicolás
117,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,07,NA,U,(02001010 - 05) San Nicolás
118,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,08,NA,U,(02001010 - 05) San Nicolás
119,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,09,NA,U,(02001010 - 05) San Nicolás
120,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,10,NA,U,(02001010 - 05) San Nicolás
121,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,11,NA,U,(02001010 - 05) San Nicolás
122,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,12,NA,U,(02001010 - 05) San Nicolás
123,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,13,NA,U,(02001010 - 05) San Nicolás
124,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,10,14,NA,U,(02001010 - 05) San Nicolás
125,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,01,NA,U,(02001010 - 05) San Nicolás
126,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,02,NA,U,(02001010 - 05) San Nicolás
127,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,03,NA,U,(02001010 - 05) San Nicolás
128,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,04,NA,U,(02001010 - 05) San Nicolás
129,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,05,NA,U,(02001010 - 05) San Nicolás
130,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,06,NA,U,(02001010 - 05) San Nicolás
131,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,07,NA,U,(02001010 - 05) San Nicolás
132,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,08,NA,U,(02001010 - 05) San Nicolás
133,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,09,NA,U,(02001010 - 05) San Nicolás
134,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,10,NA,U,(02001010 - 05) San Nicolás
135,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,11,NA,U,(02001010 - 05) San Nicolás
136,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,12,NA,U,(02001010 - 05) San Nicolás
137,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,13,NA,U,(02001010 - 05) San Nicolás
138,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,11,14,NA,U,(02001010 - 05) San Nicolás
139,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,01,NA,U,(02001010 - 05) San Nicolás
140,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,02,NA,U,(02001010 - 05) San Nicolás
141,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,03,NA,U,(02001010 - 05) San Nicolás
142,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,04,NA,U,(02001010 - 05) San Nicolás
143,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,05,NA,U,(02001010 - 05) San Nicolás
144,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,06,NA,U,(02001010 - 05) San Nicolás
145,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,07,NA,U,(02001010 - 05) San Nicolás
146,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,08,NA,U,(02001010 - 05) San Nicolás
147,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,09,NA,U,(02001010 - 05) San Nicolás
148,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,10,NA,U,(02001010 - 05) San Nicolás
149,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,11,NA,U,(02001010 - 05) San Nicolás
150,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,12,12,NA,U,(02001010 - 05) San Nicolás
151,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,01,NA,U,(02001010 - 03) Puerto Madero
152,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,02,NA,U,(02001010 - 03) Puerto Madero
153,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,03,NA,U,(02001010 - 03) Puerto Madero
154,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,04,NA,U,(02001010 - 03) Puerto Madero
155,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,05,NA,U,(02001010 - 03) Puerto Madero
156,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,06,NA,U,(02001010 - 03) Puerto Madero
157,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,07,NA,U,(02001010 - 03) Puerto Madero
158,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,001,(02001010) Ciudad Autónoma de Buenos Aires,13,08,NA,U,(02001010 - 03) Puerto Madero
